id,age,race,married,never_married,grade,collgrad,south,smsa,city,industry,occupation,union,wage,hours,exp,tenure
1150,43,white,married,0,12,not college grad,0,SMSA,1,Transport/Comm/Utility,Operatives,union,8,40,12,3
1154,38,black,single,0,13,not college grad,0,SMSA,1,Professional Services,Professional/technical,nonunion,7,40,15,10
1155,37,black,married,0,,not college grad,0,SMSA,1,Manufacturing,Operatives,union,7,40,16,16
1157,38,black,married,0,10,not college grad,0,SMSA,1,Business/Repair Svc,Sales,nonunion,3,40,2,2
1159,41,white,single,1,11,not college grad,1,nonSMSA,0,Manufacturing,Operatives,union,6,40,12,4
1162,40,white,married,0,12,not college grad,0,SMSA,0,Finance/Ins/Real Estate,Managers/admin,nonunion,5,35,16,16
1164,36,black,single,1,10,not college grad,0,SMSA,1,Business/Repair Svc,Laborers,union,6,53,5,1
1169,38,white,married,0,12,not college grad,0,SMSA,0,Manufacturing,Professional/technical,nonunion,12,24,15,2
1171,44,black,single,0,13,not college grad,0,SMSA,1,Professional Services,Sales,nonunion,8,40,27,14
1174,37,black,single,1,14,not college grad,0,SMSA,1,Manufacturing,Operatives,union,12,40,9,9
1177,39,black,married,0,12,not college grad,0,SMSA,1,Professional Services,Sales,nonunion,6,40,10,5
1181,39,black,single,0,13,not college grad,0,SMSA,1,Professional Services,Professional/technical,union,8,40,14,4
1186,37,black,married,0,11,not college grad,0,SMSA,1,Manufacturing,Craftsmen,nonunion,4,40,8,
1188,35,white,single,0,12,not college grad,0,SMSA,0,Business/Repair Svc,Sales,nonunion,4,32,7,3
1196,36,black,married,0,18,college grad,0,SMSA,0,Professional Services,Managers/admin,,32,50,13,3
1198,37,white,married,0,12,not college grad,0,SMSA,0,Finance/Ins/Real Estate,Managers/admin,nonunion,7,40,15,6
1201,37,white,married,0,14,not college grad,0,SMSA,0,Ag/Forestry/Fisheries,Sales,nonunion,6,50,8,3
1203,36,black,married,0,12,not college grad,0,SMSA,0,Finance/Ins/Real Estate,Sales,,7,40,14,0
1204,36,black,married,0,13,not college grad,0,SMSA,1,Transport/Comm/Utility,Operatives,union,10,42,13,12
1209,40,white,married,0,12,not college grad,0,SMSA,0,Finance/Ins/Real Estate,Managers/admin,nonunion,26,36,19,5
1213,40,white,single,0,16,college grad,1,SMSA,0,Wholesale/Retail Trade,Laborers,nonunion,4,40,7,1
1217,37,black,single,0,12,not college grad,1,SMSA,0,Wholesale/Retail Trade,Sales,nonunion,3,35,6,4
1218,41,white,married,0,12,not college grad,0,SMSA,0,Personal Services,Sales,nonunion,4,26,7,2
1219,39,white,single,1,12,not college grad,0,SMSA,0,Wholesale/Retail Trade,Sales,nonunion,15,40,20,20
1222,41,black,single,1,13,not college grad,0,SMSA,1,,Sales,nonunion,7,40,13,0
1224,41,other,married,0,15,not college grad,0,SMSA,1,Professional Services,Sales,nonunion,7,38,3,1
1227,36,white,married,0,12,not college grad,0,SMSA,1,Finance/Ins/Real Estate,Sales,nonunion,5,40,10,1
1228,39,white,single,0,11,not college grad,0,SMSA,1,Professional Services,Laborers,nonunion,5,40,3,2
1233,34,black,single,0,15,not college grad,0,SMSA,0,Wholesale/Retail Trade,Managers/admin,nonunion,4,37,10,3
1238,43,black,married,0,16,college grad,0,SMSA,1,Finance/Ins/Real Estate,Laborers,,13,10,6,2
1241,45,white,single,0,14,not college grad,0,SMSA,1,Transport/Comm/Utility,Sales,nonunion,10,40,10,3
1242,37,white,married,0,13,not college grad,1,SMSA,0,Manufacturing,Sales,nonunion,7,40,7,4
1243,44,white,single,0,16,college grad,0,SMSA,1,Finance/Ins/Real Estate,Clerical/unskilled,,6,2,14,3
1247,35,white,married,0,18,college grad,1,SMSA,1,Professional Services,Professional/technical,nonunion,18,30,14,3
1248,41,white,married,0,18,college grad,0,SMSA,1,Professional Services,Other,union,11,36,11,6
1250,35,black,single,1,17,college grad,0,SMSA,1,Public Administration,Sales,nonunion,7,40,11,4
1257,41,black,single,1,12,not college grad,0,SMSA,1,Manufacturing,Managers/admin,nonunion,10,38,21,21
1259,42,white,married,0,12,not college grad,0,SMSA,0,Business/Repair Svc,Sales,,9,40,6,2
1263,42,white,married,0,12,not college grad,0,nonSMSA,0,Wholesale/Retail Trade,Clerical/unskilled,nonunion,4,40,9,2
1264,44,black,single,1,14,not college grad,0,SMSA,1,Professional Services,Sales,nonunion,5,60,19,0
1266,38,black,married,0,12,not college grad,0,SMSA,1,Wholesale/Retail Trade,Sales,nonunion,8,40,17,13
1269,36,white,married,0,12,not college grad,0,SMSA,0,Wholesale/Retail Trade,Sales,nonunion,7,40,17,14
1271,42,white,married,0,12,not college grad,0,SMSA,0,Professional Services,Laborers,nonunion,4,5,7,1
1273,39,white,single,1,12,not college grad,0,nonSMSA,0,Personal Services,Operatives,nonunion,3,40,1,0
1275,42,black,married,0,12,not college grad,0,SMSA,1,Professional Services,Professional/technical,union,9,40,16,12
1276,38,black,single,0,13,not college grad,0,SMSA,1,Manufacturing,Operatives,union,7,40,17,15
1280,35,black,single,1,12,not college grad,0,SMSA,1,Wholesale/Retail Trade,Clerical/unskilled,nonunion,3,40,8,1
1283,42,black,single,1,17,college grad,0,SMSA,1,Professional Services,Other,union,11,40,17,17
1284,34,black,married,0,11,not college grad,0,SMSA,0,Manufacturing,Craftsmen,union,6,40,12,9
1288,39,white,married,0,18,college grad,0,SMSA,0,Professional Services,Other,union,9,50,17,17
1289,38,white,single,0,16,college grad,0,SMSA,0,Manufacturing,Craftsmen,nonunion,11,48,12,9
1292,43,black,single,0,12,not college grad,0,SMSA,1,Manufacturing,Operatives,nonunion,4,40,9,0
1304,43,white,married,0,15,not college grad,0,SMSA,0,Personal Services,Managers/admin,nonunion,6,45,10,6
1309,42,white,married,0,16,college grad,0,nonSMSA,0,Professional Services,Sales,nonunion,4,20,13,3
1313,41,white,single,0,18,college grad,0,SMSA,0,Finance/Ins/Real Estate,Managers/admin,nonunion,13,40,10,2
1320,43,white,married,0,12,not college grad,0,SMSA,0,Professional Services,Laborers,,4,3,3,0
1322,35,white,married,0,14,not college grad,1,nonSMSA,0,Professional Services,Managers/admin,nonunion,7,40,11,0
1325,35,white,single,0,12,not college grad,0,SMSA,0,Wholesale/Retail Trade,Sales,nonunion,4,40,8,0
1330,41,white,single,0,12,not college grad,0,SMSA,0,Business/Repair Svc,Sales,nonunion,7,40,11,9
1339,41,white,married,0,12,not college grad,0,SMSA,0,Transport/Comm/Utility,Sales,nonunion,8,30,14,11
1340,43,white,married,0,12,not college grad,0,SMSA,0,Professional Services,Sales,,6,28,5,1
1345,36,white,single,0,12,not college grad,0,SMSA,0,Personal Services,Managers/admin,,23,70,11,5
1349,37,black,single,0,14,not college grad,0,SMSA,1,Transport/Comm/Utility,Operatives,union,9,44,8,6
1355,35,black,married,0,15,not college grad,0,SMSA,0,Manufacturing,Managers/admin,nonunion,9,40,16,16
1358,42,white,married,0,12,not college grad,0,nonSMSA,0,Finance/Ins/Real Estate,Clerical/unskilled,nonunion,10,60,12,2
1361,41,white,married,0,17,college grad,0,SMSA,0,Manufacturing,Managers/admin,nonunion,17,40,18,2
1362,38,white,married,0,14,not college grad,0,SMSA,0,Wholesale/Retail Trade,Operatives,nonunion,3,16,5,1
1364,39,white,married,0,16,college grad,0,SMSA,1,Professional Services,Managers/admin,nonunion,14,50,17,3
1366,42,white,married,0,12,not college grad,0,SMSA,0,Wholesale/Retail Trade,Laborers,,3,33,14,1
1367,43,white,married,0,15,not college grad,0,nonSMSA,0,Wholesale/Retail Trade,Sales,nonunion,4,40,14,14
1370,34,white,single,0,15,not college grad,0,SMSA,0,Finance/Ins/Real Estate,Professional/technical,nonunion,9,40,11,11
1371,36,white,married,0,14,not college grad,0,SMSA,0,Wholesale/Retail Trade,Laborers,nonunion,9,35,11,11
1373,43,black,married,0,11,not college grad,0,SMSA,1,Professional Services,Sales,union,13,40,14,7
1376,39,black,single,0,12,not college grad,0,SMSA,0,Finance/Ins/Real Estate,Sales,,5,40,13,0
1379,43,black,single,1,12,not college grad,0,SMSA,1,Public Administration,Sales,nonunion,10,40,16,11
1380,37,black,single,0,11,not college grad,0,SMSA,1,Manufacturing,Operatives,union,8,40,15,10
1381,44,black,married,0,12,not college grad,0,SMSA,0,Manufacturing,Operatives,union,11,40,21,21
1384,43,white,married,0,12,not college grad,0,SMSA,0,Wholesale/Retail Trade,Sales,nonunion,3,20,5,2
1385,38,white,single,0,15,not college grad,0,SMSA,0,Manufacturing,Managers/admin,nonunion,6,60,13,1
1386,35,white,married,0,11,not college grad,0,SMSA,0,Personal Services,Laborers,,4,32,4,0
1389,37,white,married,0,11,not college grad,1,nonSMSA,0,Manufacturing,Operatives,,3,40,6,1
1394,42,white,single,0,18,college grad,0,SMSA,0,Manufacturing,Craftsmen,union,10,44,16,15
1396,41,white,married,0,18,college grad,0,SMSA,0,Professional Services,Other,union,16,40,19,19
1398,36,black,single,0,17,college grad,0,SMSA,1,Transport/Comm/Utility,Sales,nonunion,11,50,16,13
1408,37,black,married,0,16,college grad,0,SMSA,1,Professional Services,Other,union,15,34,13,6
1411,40,white,married,0,12,not college grad,1,SMSA,0,Professional Services,Managers/admin,nonunion,3,30,16,2
1415,38,white,married,0,16,college grad,0,SMSA,1,Personal Services,Laborers,,10,8,12,4
1418,40,white,married,0,12,not college grad,0,SMSA,0,Manufacturing,Sales,nonunion,6,40,9,4
1420,40,black,single,1,12,not college grad,0,SMSA,1,Transport/Comm/Utility,Sales,union,9,40,17,15
1426,37,white,single,1,12,not college grad,1,SMSA,1,Professional Services,Professional/technical,nonunion,5,40,5,3
1427,36,white,married,0,12,not college grad,0,SMSA,1,Finance/Ins/Real Estate,Sales,nonunion,5,40,11,3
1428,42,white,single,0,18,college grad,0,SMSA,1,Professional Services,Other,union,19,40,16,7
1434,42,white,single,0,11,not college grad,1,nonSMSA,0,Wholesale/Retail Trade,Laborers,,3,24,2,0
1435,44,white,married,0,15,not college grad,1,SMSA,0,Professional Services,Managers/admin,nonunion,9,40,14,2
1436,43,white,single,0,16,college grad,1,SMSA,0,Professional Services,Other,nonunion,4,40,8,1
1437,44,white,single,0,18,college grad,0,SMSA,0,Professional Services,Other,union,13,50,9,5
1441,39,white,single,0,13,not college grad,1,SMSA,1,Professional Services,Sales,nonunion,6,42,16,3
1448,37,white,married,0,12,not college grad,0,SMSA,0,Wholesale/Retail Trade,Managers/admin,union,4,40,8,3
1453,39,white,single,0,12,not college grad,0,SMSA,0,Wholesale/Retail Trade,Managers/admin,,39,40,10,3
1462,42,black,single,0,16,college grad,0,SMSA,0,Professional Services,Professional/technical,nonunion,9,50,16,4
1465,35,white,single,0,12,not college grad,0,SMSA,0,Public Administration,Sales,,6,40,15,1
1469,39,white,married,0,12,not college grad,0,SMSA,1,Business/Repair Svc,Sales,,4,15,17,1
1470,36,white,single,1,18,college grad,0,SMSA,1,Finance/Ins/Real Estate,Managers/admin,nonunion,8,50,11,2
1471,35,white,married,0,17,college grad,0,SMSA,0,Professional Services,Professional/technical,nonunion,12,25,15,13
1475,36,black,married,0,18,college grad,1,SMSA,0,Professional Services,Other,nonunion,8,40,14,0
1478,38,white,married,0,8,not college grad,0,SMSA,1,Manufacturing,Operatives,,3,40,6,1
1479,43,white,married,0,16,college grad,0,SMSA,1,Professional Services,Other,nonunion,7,35,15,14
1480,41,white,single,1,16,college grad,0,SMSA,1,Transport/Comm/Utility,Managers/admin,nonunion,21,45,19,9
1482,38,white,married,0,12,not college grad,0,SMSA,1,Finance/Ins/Real Estate,Sales,nonunion,5,23,10,4
1484,36,white,married,0,17,college grad,0,SMSA,0,Manufacturing,Managers/admin,nonunion,16,40,14,7
1486,40,white,single,1,12,not college grad,0,SMSA,0,Wholesale/Retail Trade,Sales,nonunion,5,32,14,6
1490,39,white,single,0,18,college grad,0,nonSMSA,0,Public Administration,Managers/admin,union,13,40,16,2
1492,39,white,single,0,12,not college grad,0,nonSMSA,0,Manufacturing,Operatives,union,12,40,14,0
1494,38,white,married,0,12,not college grad,0,SMSA,0,Manufacturing,Operatives,union,8,40,16,16
1499,35,white,married,0,12,not college grad,0,SMSA,0,Finance/Ins/Real Estate,Sales,,5,40,14,4
1500,35,white,married,0,12,not college grad,1,SMSA,1,Wholesale/Retail Trade,Service,,3,40,12,2
1505,43,white,single,0,16,college grad,0,SMSA,1,Wholesale/Retail Trade,Managers/admin,nonunion,9,40,18,10
1506,38,white,married,0,13,not college grad,1,SMSA,1,Finance/Ins/Real Estate,Sales,nonunion,5,40,7,1
1507,40,white,single,1,18,college grad,1,nonSMSA,0,Manufacturing,Professional/technical,nonunion,10,40,14,11
1508,35,white,married,0,17,college grad,0,SMSA,1,Professional Services,Professional/technical,nonunion,11,40,15,13
1515,44,white,married,0,16,college grad,0,SMSA,0,Professional Services,Sales,union,6,25,4,2
1519,44,white,married,0,16,college grad,0,nonSMSA,0,Public Administration,Sales,,5,40,9,1
1520,41,white,married,0,12,not college grad,1,SMSA,1,Manufacturing,Managers/admin,nonunion,12,43,18,7
1522,36,white,married,0,12,not college grad,0,SMSA,1,Business/Repair Svc,Sales,,5,15,5,0
1523,36,white,married,0,12,not college grad,0,SMSA,1,Finance/Ins/Real Estate,Managers/admin,nonunion,6,40,16,13
1525,43,white,married,0,12,not college grad,0,SMSA,0,Professional Services,Laborers,,4,35,8,1
1526,42,white,married,0,11,not college grad,0,SMSA,0,Personal Services,Transport,nonunion,3,30,2,1
1529,38,white,married,0,13,not college grad,0,SMSA,1,Professional Services,Professional/technical,nonunion,6,40,17,5
1530,38,white,single,0,10,not college grad,0,SMSA,1,Wholesale/Retail Trade,Clerical/unskilled,nonunion,11,28,7,4
1531,36,white,married,0,10,not college grad,0,SMSA,1,Manufacturing,Clerical/unskilled,nonunion,2,35,4,1
1540,39,white,married,0,12,not college grad,1,SMSA,1,Professional Services,Professional/technical,,9,16,14,6
1542,43,white,married,0,12,not college grad,0,SMSA,1,Finance/Ins/Real Estate,Sales,nonunion,4,40,15,4
1543,43,white,married,0,18,college grad,0,nonSMSA,0,Professional Services,Professional/technical,union,10,40,7,4
1545,38,white,married,0,16,college grad,0,SMSA,1,Professional Services,Sales,nonunion,4,7,11,1
1557,39,white,married,0,12,not college grad,0,nonSMSA,0,Finance/Ins/Real Estate,Sales,nonunion,6,40,14,1
1558,36,white,married,0,12,not college grad,1,SMSA,1,Professional Services,Sales,nonunion,5,40,13,6
1559,35,white,married,0,12,not college grad,0,SMSA,0,Manufacturing,Sales,union,7,40,17,10
1561,35,white,married,0,14,not college grad,0,SMSA,0,Business/Repair Svc,Managers/admin,nonunion,8,40,11,11
1562,42,white,married,0,14,not college grad,1,SMSA,1,Professional Services,Sales,nonunion,6,55,16,4
1563,39,white,married,0,18,college grad,0,SMSA,1,Professional Services,Other,union,7,60,13,3
1564,41,white,single,0,16,college grad,1,SMSA,1,Wholesale/Retail Trade,Sales,nonunion,6,40,13,7
1565,39,white,single,0,13,not college grad,0,SMSA,0,Wholesale/Retail Trade,Managers/admin,nonunion,12,45,15,1
1566,39,black,single,0,14,not college grad,0,nonSMSA,0,Professional Services,Sales,nonunion,4,40,11,4
1572,40,white,single,0,12,not college grad,0,nonSMSA,0,Manufacturing,Sales,,5,40,16,9
1577,41,black,married,0,15,not college grad,0,SMSA,1,Personal Services,Sales,nonunion,3,24,6,
1578,37,black,single,0,14,not college grad,1,SMSA,1,Wholesale/Retail Trade,Clerical/unskilled,,39,40,13,2
1580,38,white,married,0,12,not college grad,0,nonSMSA,0,Finance/Ins/Real Estate,Clerical/unskilled,,6,50,4,1
1582,40,black,married,0,18,college grad,0,SMSA,1,Professional Services,Other,union,15,40,14,9
1583,39,black,married,0,17,college grad,0,SMSA,1,Professional Services,Other,nonunion,7,35,16,10
1585,36,black,married,0,12,not college grad,0,SMSA,0,Finance/Ins/Real Estate,Sales,,5,40,8,1
1588,43,white,married,0,13,not college grad,0,nonSMSA,0,Ag/Forestry/Fisheries,Sales,nonunion,4,24,10,0
1591,36,white,single,0,14,not college grad,0,SMSA,0,Manufacturing,Sales,nonunion,6,42,9,2
1595,41,white,married,0,14,not college grad,0,SMSA,0,Finance/Ins/Real Estate,Sales,nonunion,8,38,15,7
1596,39,white,married,0,12,not college grad,0,SMSA,1,Professional Services,Sales,nonunion,5,32,21,21
1598,44,white,single,0,12,not college grad,0,SMSA,0,Wholesale/Retail Trade,Sales,nonunion,3,36,8,2
1599,42,white,married,0,16,college grad,1,SMSA,0,Professional Services,Managers/admin,nonunion,12,50,18,11
1600,42,white,married,0,11,not college grad,0,SMSA,0,Personal Services,Operatives,nonunion,4,53,15,3
1603,45,white,married,0,7,not college grad,0,nonSMSA,0,Professional Services,Laborers,nonunion,4,38,4,2
1604,37,white,married,0,12,not college grad,0,SMSA,1,Wholesale/Retail Trade,Sales,nonunion,4,40,7,4
1607,39,white,married,0,14,not college grad,0,nonSMSA,0,Construction,Sales,nonunion,8,38,16,1
1613,38,white,married,0,12,not college grad,0,nonSMSA,0,Wholesale/Retail Trade,Managers/admin,nonunion,5,20,9,3
1614,42,white,married,0,12,not college grad,1,SMSA,1,Entertainment/Rec Svc,Sales,nonunion,3,40,3,1
1616,40,white,married,0,15,not college grad,0,nonSMSA,0,Professional Services,Other,nonunion,7,22,10,6
1618,34,white,married,0,12,not college grad,0,nonSMSA,0,Manufacturing,Operatives,nonunion,5,40,10,10
1620,45,white,single,0,12,not college grad,0,nonSMSA,0,Professional Services,Sales,,2,5,9,
1622,37,white,married,0,16,college grad,0,nonSMSA,0,Professional Services,Other,union,3,20,14,2
1623,41,white,married,0,12,not college grad,0,nonSMSA,0,Wholesale/Retail Trade,Managers/admin,nonunion,5,40,10,6
1624,39,white,married,0,16,college grad,0,nonSMSA,0,Wholesale/Retail Trade,Sales,nonunion,11,15,11,2
1625,37,white,married,0,16,college grad,0,nonSMSA,0,,Professional/technical,nonunion,6,40,9,1
1626,35,white,single,0,12,not college grad,0,nonSMSA,0,Manufacturing,Operatives,nonunion,4,45,16,10
1628,35,white,single,1,12,not college grad,0,SMSA,0,Wholesale/Retail Trade,Sales,union,7,10,8,2
1630,39,white,single,0,12,not college grad,0,nonSMSA,0,Finance/Ins/Real Estate,Laborers,,3,3,12,5
1631,39,white,married,0,13,not college grad,0,SMSA,0,Wholesale/Retail Trade,Sales,nonunion,4,32,11,4
1635,44,white,single,0,12,not college grad,0,nonSMSA,0,Wholesale/Retail Trade,Sales,nonunion,3,24,8,3
1636,40,white,married,0,12,not college grad,0,nonSMSA,0,Wholesale/Retail Trade,Laborers,nonunion,4,8,10,1
1638,41,white,married,0,13,not college grad,0,nonSMSA,0,Wholesale/Retail Trade,Clerical/unskilled,nonunion,4,26,8,4
1641,36,white,married,0,16,college grad,0,SMSA,1,Personal Services,Laborers,,3,15,11,1
1644,36,white,married,0,16,college grad,0,nonSMSA,0,Public Administration,Professional/technical,nonunion,9,38,18,15
1645,35,white,married,0,12,not college grad,0,nonSMSA,0,Professional Services,Sales,nonunion,4,40,11,5
1646,37,white,single,1,12,not college grad,0,nonSMSA,0,Personal Services,Transport,nonunion,3,35,11,3
1647,37,white,married,0,12,not college grad,0,SMSA,0,Wholesale/Retail Trade,Clerical/unskilled,nonunion,4,20,7,4
1648,35,white,married,0,16,college grad,0,nonSMSA,0,Professional Services,Other,union,9,40,15,9
1649,42,white,married,0,16,college grad,1,SMSA,0,Business/Repair Svc,Professional/technical,,13,36,16,3
1650,40,white,single,0,11,not college grad,0,nonSMSA,0,Wholesale/Retail Trade,Farm laborers,nonunion,3,40,3,0
1651,41,white,married,0,15,not college grad,0,nonSMSA,0,Professional Services,Laborers,,5,20,13,0
1653,35,white,married,0,12,not college grad,0,SMSA,0,Professional Services,Managers/admin,nonunion,10,50,16,11
1654,38,white,married,0,16,college grad,1,SMSA,0,Business/Repair Svc,Other,nonunion,10,50,17,3
1655,40,white,married,0,13,not college grad,0,SMSA,0,Public Administration,Managers/admin,union,14,45,20,20
1656,40,white,single,1,12,not college grad,0,SMSA,1,Professional Services,Laborers,union,7,40,20,20
1659,41,white,single,1,17,college grad,0,SMSA,1,Professional Services,Professional/technical,nonunion,13,40,16,5
1664,38,white,married,0,17,college grad,0,SMSA,1,Wholesale/Retail Trade,Managers/admin,nonunion,21,60,13,8
1669,35,white,married,0,14,not college grad,0,nonSMSA,0,Professional Services,Professional/technical,nonunion,10,36,16,13
1671,35,white,single,1,9,not college grad,0,nonSMSA,0,Personal Services,Laborers,nonunion,3,32,1,0
1674,42,white,married,0,12,not college grad,0,SMSA,1,Public Administration,Managers/admin,nonunion,7,40,15,4
1675,42,white,single,0,12,not college grad,0,nonSMSA,0,Wholesale/Retail Trade,Sales,nonunion,5,40,11,10
1683,35,white,married,0,17,college grad,0,SMSA,0,Professional Services,Sales,nonunion,18,2,12,3
1686,35,white,married,0,14,not college grad,0,nonSMSA,0,Professional Services,Professional/technical,nonunion,6,2,9,6
1688,36,white,single,0,12,not college grad,0,nonSMSA,0,Professional Services,Laborers,,5,32,9,4
1689,39,white,single,0,12,not college grad,0,nonSMSA,0,Manufacturing,Operatives,,3,40,14,0
1690,37,white,married,0,12,not college grad,0,nonSMSA,0,Wholesale/Retail Trade,Managers/admin,,3,30,12,3
1691,35,white,married,0,12,not college grad,0,nonSMSA,0,Professional Services,Professional/technical,nonunion,6,38,19,12
1693,40,white,married,0,12,not college grad,0,nonSMSA,0,Professional Services,Other,nonunion,5,30,9,2
1697,37,white,married,0,12,not college grad,0,nonSMSA,0,Wholesale/Retail Trade,Managers/admin,,3,60,14,2
1701,36,white,married,0,11,not college grad,0,SMSA,0,Construction,Sales,nonunion,5,40,10,1
1702,35,white,married,0,12,not college grad,0,nonSMSA,0,Wholesale/Retail Trade,Sales,,3,30,7,0
1703,45,white,single,0,13,not college grad,0,SMSA,1,Finance/Ins/Real Estate,Sales,nonunion,5,40,13,2
1707,38,white,married,0,9,not college grad,0,nonSMSA,0,Manufacturing,Operatives,nonunion,7,39,11,4
1710,40,white,single,0,18,college grad,0,nonSMSA,0,Professional Services,Professional/technical,nonunion,9,45,15,15
1712,40,white,married,0,13,not college grad,0,nonSMSA,0,Manufacturing,Operatives,nonunion,4,40,9,2
1713,38,white,married,0,8,not college grad,0,SMSA,1,Wholesale/Retail Trade,Laborers,,6,40,6,2
1714,35,white,married,0,14,not college grad,0,nonSMSA,0,Finance/Ins/Real Estate,Sales,,6,40,13,7
1716,35,white,married,0,16,college grad,0,SMSA,1,Professional Services,Professional/technical,,7,40,15,8
1719,39,white,married,0,14,not college grad,0,SMSA,0,Professional Services,Professional/technical,nonunion,12,50,18,16
1721,40,white,married,0,13,not college grad,0,nonSMSA,0,Wholesale/Retail Trade,Sales,nonunion,5,42,17,5
1724,40,white,married,0,18,college grad,0,SMSA,0,Professional Services,Other,nonunion,12,38,18,9
1725,42,white,married,0,16,college grad,0,SMSA,0,Finance/Ins/Real Estate,Managers/admin,nonunion,15,40,19,6
1729,38,white,married,0,15,not college grad,0,nonSMSA,0,Professional Services,Managers/admin,nonunion,4,40,12,4
1732,34,white,single,0,12,not college grad,0,nonSMSA,0,Wholesale/Retail Trade,Sales,,3,32,7,0
1737,41,white,single,0,12,not college grad,0,nonSMSA,0,Finance/Ins/Real Estate,Sales,nonunion,5,37,16,10
1738,40,white,married,0,12,not college grad,0,nonSMSA,0,Professional Services,Laborers,nonunion,4,20,15,2
1740,44,white,married,0,12,not college grad,0,nonSMSA,0,Public Administration,Laborers,nonunion,4,15,13,6
1742,39,white,single,0,18,college grad,0,SMSA,0,Professional Services,Sales,,8,20,15,1
1743,41,white,married,0,12,not college grad,1,SMSA,0,Manufacturing,Managers/admin,nonunion,8,55,17,4
1746,42,white,single,0,12,not college grad,0,SMSA,0,Wholesale/Retail Trade,Managers/admin,nonunion,18,40,18,5
1748,43,white,single,1,16,college grad,0,nonSMSA,0,Professional Services,Other,union,8,50,20,20
1749,36,white,married,0,12,not college grad,0,SMSA,0,Professional Services,Sales,nonunion,5,23,4,3
1750,44,white,married,0,12,not college grad,0,SMSA,0,Wholesale/Retail Trade,Managers/admin,nonunion,7,45,5,2
1752,34,white,married,0,14,not college grad,0,SMSA,0,Professional Services,Laborers,,5,20,7,1
1754,42,white,married,0,16,college grad,1,SMSA,0,Public Administration,Professional/technical,nonunion,10,35,13,5
1755,35,white,married,0,12,not college grad,0,nonSMSA,0,Wholesale/Retail Trade,Sales,nonunion,6,40,11,9
1758,40,white,married,0,12,not college grad,1,SMSA,1,Public Administration,Managers/admin,nonunion,7,40,13,6
1759,40,white,married,0,12,not college grad,0,nonSMSA,0,Manufacturing,Craftsmen,nonunion,5,50,8,4
1760,36,white,married,0,16,college grad,0,nonSMSA,0,Professional Services,Professional/technical,nonunion,9,40,12,1
1761,36,white,single,1,17,college grad,0,nonSMSA,0,Professional Services,Other,union,5,55,14,14
1762,38,white,single,0,12,not college grad,0,nonSMSA,0,Wholesale/Retail Trade,Craftsmen,nonunion,4,35,8,3
1763,39,white,single,1,18,college grad,0,SMSA,0,Business/Repair Svc,Clerical/unskilled,nonunion,4,20,17,0
1764,38,white,married,0,12,not college grad,0,nonSMSA,0,Manufacturing,Operatives,union,11,40,13,4
1765,43,white,married,0,12,not college grad,0,nonSMSA,0,Manufacturing,Operatives,nonunion,5,32,12,9
1767,36,white,married,0,17,college grad,0,SMSA,0,,,nonunion,3,16,6,3
1769,38,white,single,1,14,not college grad,0,nonSMSA,0,Manufacturing,Sales,nonunion,12,40,21,21
1770,37,white,married,0,12,not college grad,0,nonSMSA,0,Manufacturing,Operatives,union,6,40,18,18
1776,38,white,married,0,15,not college grad,0,nonSMSA,0,Public Administration,Operatives,,40,40,16,7
1777,40,white,married,0,11,not college grad,0,nonSMSA,0,Manufacturing,Sales,union,14,40,17,17
1778,44,white,married,0,12,not college grad,0,nonSMSA,0,Manufacturing,Craftsmen,union,11,48,20,20
1779,38,white,married,0,16,college grad,0,nonSMSA,0,Wholesale/Retail Trade,Sales,nonunion,6,30,15,15
1780,43,white,married,0,12,not college grad,0,nonSMSA,0,,Operatives,union,12,48,20,17
1784,35,black,single,0,14,not college grad,0,SMSA,0,Manufacturing,Managers/admin,nonunion,10,40,15,4
1785,39,black,single,1,11,not college grad,0,nonSMSA,0,Manufacturing,Operatives,nonunion,4,40,16,8
1786,43,white,married,0,12,not college grad,0,SMSA,0,Manufacturing,Sales,nonunion,5,40,8,2
1787,38,white,married,0,12,not college grad,0,SMSA,0,Professional Services,Laborers,nonunion,5,35,8,2
1788,37,white,married,0,12,not college grad,0,nonSMSA,0,Wholesale/Retail Trade,Clerical/unskilled,nonunion,3,20,5,1
1790,40,white,married,0,12,not college grad,0,SMSA,0,Wholesale/Retail Trade,Sales,,4,15,8,1
1791,34,white,single,0,12,not college grad,0,SMSA,0,Wholesale/Retail Trade,Laborers,,2,40,14,7
1792,35,white,single,0,12,not college grad,0,SMSA,0,Wholesale/Retail Trade,Clerical/unskilled,nonunion,3,26,6,2
1796,36,white,married,0,12,not college grad,0,SMSA,0,Wholesale/Retail Trade,Laborers,nonunion,3,40,9,1
1801,39,white,married,0,12,not college grad,0,nonSMSA,0,Professional Services,Laborers,nonunion,7,24,17,0
1802,36,white,married,0,12,not college grad,0,nonSMSA,0,Professional Services,Sales,nonunion,6,46,19,14
1804,41,white,married,0,13,not college grad,0,nonSMSA,0,Wholesale/Retail Trade,Sales,,40,40,10,2
1805,40,white,married,0,16,college grad,0,nonSMSA,0,Professional Services,Professional/technical,nonunion,11,35,16,0
1807,38,white,married,0,16,college grad,0,nonSMSA,0,Professional Services,Professional/technical,union,10,40,17,4
1810,36,white,married,0,15,college grad,0,nonSMSA,0,Professional Services,Professional/technical,nonunion,11,24,15,15
